url;fecha;noticia
https://www.biobiochile.cl/noticias/nacional/chile/2020/09/02/fondeate-en-tu-casa-el-detalle-del-plan-del-gobierno-para-celebrar-el-18-durante-la-pandemia.shtml;2020/09/02;Durante el balance de covid-19 de este miércoles, el Ministerio de Salud anunció una serie de medidas restrictivas en torno a la celebración de Fiestas Patrias en el contexto de la pandemia. Se trata de un nuevo plan del Gobierno denominado “Fondéate en tu Casa”, el que incluye cordones sanitarios y el traslado a segundas viviendas, al igual como se hizo con otras celebraciones de este año, pero con nuevas aristas. Al respecto, desde el Ministerio de Salud indicaron que “es una invitación a cuidarnos. A celebrar estas Fiestas Patrias de una forma distinta, ojalá sin salir de nuestro hogar y con nuestra familia”. Aquí los detalles: El Minsal aseguró que las iniciativas del plan serán “mucho más restrictivas” que las que actualmente poseen las 46 comunas del país en cuarentena, las 209 en etapa de Preparación y las 55 que están en Apertura Inicial. En ese sentido, indicaron que para Fiestas Patrias el número máximo de personas en eventos al aire libre será de 10, a diferencia de las 50 que permite la etapa de Preparación. Distinto a las especulaciones que comenzaron a surgir en torno al plan, el Minsal informó que las comunas en cuarentena y transición mantendrán estas medidas. No obstante, para el 18, 19 y 20 de septiembre se entregarán permisos especiales a través de Comisaría Virtual para desplazarse a reuniones familiares, que podrán tener hasta 5 personas en espacios cerrados (además de quienes residen en la vivienda) o 10 en espacios abiertos.  Además, el resto de las restricciones de comunas en cuarentena, como cierre del comercio o prohibición de libre desplazamiento, se mantienen. Como se mencionó anteriormente, para realizar dichas reuniones familiares, las personas podrán acceder a un permiso especial con una duración de 6 horas por una vez al día. Este documento facultará a los ciudadanos a movilizarse desde un punto a otro, ya sea que estén o se dirijan a comunas en Cuarentena o Transición. La pandemia de covid-19 obligó a suspender una serie de eventos y actividades de marzo a la fecha, y las Fiestas Patrias no serán diferentes.  En ese sentido, el plan Fondéate en tu casa contempla la prohibición de realizar fondas y eventos masivos, reiterando el Minsal que sólo están permitidas las reuniones familiares con las especificaciones antes menciondas. Finalmente, el plan considera la instalación de nuevos cordones sanitarios para las regiones de Valparaíso y Metropolitana, el Gran Concepción, así como Temuco y Padre Las Casas. Estas medidas regirán desde el jueves 17 de septiembre a las 18:00 horas y hasta el domingo 20 las 23:00 horas, evitando así la entrada y salida de estos lugares salvo por un tratamiento médico impostergable, trámites funerarios o trabajos esenciales. Junto con ello, se prohibieron los traslados entre regiones y el viaje a segundas viviendas. 
https://www.biobiochile.cl/noticias/nacional/chile/2020/09/22/representes-de-la-oposicion-venezolana-en-chile-fustigan-al-pc-abraza-fuerte-falsedades.shtml;2020/09/22;Representantes de algunos partidos de la oposición venezolana que residen en Chile emitieron un comunicado, donde rechazan las declaraciones emitidas por el Partido Comunista sobre la situación en Venezuela respecto a violaciones de DDHH. “Nos vemos en la necesidad de manifestar a la opinión pública nuestro categórico rechazo al comunicado emitido por el Partido Comunista de Chile con relación a la situación de Venezuela, por cuanto abraza fuertes falsedades que buscan convencer al lector chileno de que la devastadora crisis que hoy sufre Venezuela no es responsabilidad de una dictadura que usurpa el poder en desmedro de un pueblo que clama por libertad y mejorar sus condiciones de vida”,indican en el comunicado. El comunicado está suscrito por miembros de los partidos venezolanos Primero Justicia, Un Nuevo Tiempo y Democracia Cristiana COPEI Legítimo ODCA, quienes cuentan con afiliados que residen en Chile. Respecto a los argumentos dados por el PC chileno para criticar el informe, afirman que carece de “absoluta seriedad”, consigna el portal Emol. “Intentar posicionar una intromisión extranjera en un informe que da cuenta de crímenes de lesa humanidad cometidos desde el 2015 al 2019, y que contaría con el periodo de un año para la entrega de sus resultados, como en efecto ocurrió”, sostienen. También descartan una intervención de EEUU y alguna relación entre el informe de la ONU con la gira de Mike Pompeo, secretario de Estado, a algunos países latinoamericanos. Además descartan que las sanciones estadounidenses hayan tenido gran impacto en la población venezolana. “No padecen problemas de comida, servicios, medicamentos, atenciones de salud como el resto del pueblo, quienes subsisten silenciados por la violencia sistemática ejercida por los círculos bolivarianos”, explican. “Exigimos rectificar y condenar la violación de los derechos humanos y los crímenes de lesa humanidad cometidos por la narcodictadura de Nicolás Maduro”, finaliza el comunicado. 
https://www.biobiochile.cl/noticias/nacional/chile/2020/10/03/defensoria-de-la-ninez-interpone-querella-por-caida-de-joven-al-rio-mapocho.shtml;2020/10/03;La Defensoría de la Niñez interpuso este sábado una querella criminal por la caída del joven de 16 años en el puente Pío Nono, quien se precipitó a las aguas del Mapocho durante una protesta. La acción legal apunta al funcionario de Carabineros acusado de provocar su caída. Recordemos que las primeras evidencias en video apuntan a un empujón hacia la baranda por parte del funcionario policial. La querella fue interpuesta en contra del uniformado en su calidad de autor del delito frustrado de homicidio y en contra de los funcionarios de Carabineros de Chile que resulten responsables, en calidad de autores, cómplices o encubridores del delito consumado de retardo y negativa de protección, ambos cometidos en contra del adolescente. Asimismo, la acción legal pide además que todos los antecedentes sean remitidos al Ministerio Público para que se realicen diversas diligencias.  Entre ellas, se cuentan entrevistas con testigos junto con requerir a la policía uniformada la entrega de todas las imágenes del hecho, sin editar, desde todas las perspectivas y, particularmente, requerir la entrega de las imágenes que debieron haber grabado con las cámaras go pro que debieran portar, como funcionarios de Control de Orden Público.  Producto de lo sucedido, desde la oposición han exigido la salida del General Director de Carabineros, Mario Rozas, y no se descarta iniciar una acusación constitucional contra el ministro del Interior, Víctor Pérez. 
https://www.biobiochile.cl/noticias/nacional/chile/2020/10/05/jadue-sube-y-alcanza-a-lavin-en-el-primer-lugar-de-preferencia-presidencial-de-la-encuesta-cadem.shtml;2020/10/05;El alcalde de Recoleta, Daniel Jadue, registró un aumento del 3% en la consulta sobre opciones presidenciales, alcanzando en el primer lugar a su par de Las Condes, Joaquín Lavín, según la edición de este lunes de la encuesta Cadem. Ante la pregunta, ¿Quién le gustaría a usted que fuese el próximo presidente?, Jadue y Lavín aparecen en primer lugar, aunque con sólo un 8% de las preferencias, seguidos de Evelyn Matthei con un 7%, José Antonio Kast con un 3% y Franco Parisi con un 2%. Más atrás aparecen otras menciones con un 1% como Beatriz Sánchez, la presidenta Michelle Bachelet, Pamela Jiles, Felipe Kast y Sebastián Sichel. Mientras que un 58% responde que “no sabe”. Sobre la expectativas de quién será el próximo presidente, el 17% responde que será Lavín, un 9% Jadue, un 5% Matthei y un 2% a José Antonio Kast. El resto obtiene un 1% o menos. Otro ítem es la aprobación del presidente Sebastián Piñera, que se mantiene en un 24%, mientras que un 66% desaprueba su gestión. Igualmente, un 46% aprueba la gestión del Ejecutivo respecto a la pandemia del covid-19 y un 51% aprueba el proceso de desconfinamiento que llevan a cabo las autoridades sanitarias. Mientras que un 42% lo desaprueba. Sobre las medidas, un 93% está a favor del uso generalizado de mascarillas, especialmente en lugares públicos como supermercados o tiendas, y un 93% cuando camina en la calle. 
https://www.biobiochile.cl/noticias/nacional/chile/2020/09/23/poco-hombre-keitel-termina-30-anos-de-amistad-con-erika-olivera-tras-descalificativo.shtml;2020/09/23;El diputado de Evópoli, Sebastián Keitel, entró en polémica con su par Erika Olivera (independiente pro RN), luego que la exmaratonista lo tratara de “poco hombre” durante una sesión de la comisión de Deportes de la Cámara. “La diputada Olivera me faltó el respeto en la Comisión de Deportes, realizando descalificaciones personales con nombre y apellido, tratándome de ‘poco hombre’, no una vez, sino dos veces”, denunció Keitel en Sala este miércoles. “El calificativo utilizado por la diputada Olivera no sólo es peyorativo contra mi persona, sino que también es discriminador, porque lamentablemente su connotación en el lenguaje popular, se ha utilizado para denostar a una minoría en nuestro país”, agregó el legislador de Evópoli. La polémica se originó el martes, cuando Keitel votó en contra del proyecto para nombrar  recintos deportivos en honor a grandes deportistas y después se retiró de la Comisión de Deportes, lo que generó la molestia de Olivera. Tras esto, la diputada molesta por el retiro de Keitel sostuvo que “me parece poco hombre decir que un proyecto es populista, aunque estoy acostumbrada, no solamente él, sino personas de la política me llamen de esa manera, pero me parece poco hombre que se haya retirado, porque me hubiese gustado contestarle por esta misma plataforma”. Finalmente, Keitel pidió que pasaran a Olivera a la Comisión de Ética de la Cámara y dijo que con sus dichos se quebraban más de 30 años de amistad. “Conozco a la diputada Olivera hace más de 30 años, juntos compartimos durante décadas el mismo sueño para llevar a nuestro país a lo más alto del deporte nacional. Los valores y el espíritu olímpico de amistad, respeto, lealtad y compañerismo, lamentablemente se pierden con este tipo de comentarios. 30 años de amistad terminan”. 
https://www.biobiochile.cl/noticias/nacional/chile/2020/10/05/reporte-covid-19-magallanes-los-lagos-bio-bio-y-araucania-lideran-aumento-de-casos-nuevos.shtml;2020/10/05;Durante este lunes las autoridades sanitarias entregaron un nuevo balance sobre el avance del COVID-19 en el país, instancia donde se reportaron 1.567 nuevos casos. Preocupa la región de La Araucanía, que alcanzó su segunda cifra más alta (166 nuevos casos) desde comenzada la pandemia. De ellos, 984 corresponden a casos sintomáticos y 481 a casos asintomáticos. De igual forma, 102 contagiados no fueron notificados. Es así que desde el inicio de la pandemia en el país hasta la actualidad se totalizan 471.746 casos, de los cuales 15.256 permanecen activos. Asimismo, según los antecedentes aportados, se reportaron 58 fallecidos inscritos, totalizando así en 13.037 los decesos.  Sobre la Red Asistencial, 853 personas se encuentran hospitalizadas y 648 están actualmente con ventilación mecánica. Sobre pacientes críticos, se reportaron 119. En cuanto a la disponibilidad de ventiladores, en la actualidad hay 471 ventiladores mecánicos a disposición de quien así lo requiera. Finalmente se dio cuenta sobre exámenes PCR realizados, reportando 36.198 test tomados y totalizando así 3.502.751 a la fecha. En cuanto a los contagios por región, la región del Bío Bío se mantiene por sobre los 130 casos diarios desde el 21 de septiembre, reportando hoy 151.  Magallanes, por su parte, se encuentra en una situación similar, con reportes diarios por sobre los 100 casos desde el 16 de septiembre. Este lunes alcanzó los 151. En la región de Los Lagos, luego de reportar su máxima histórica el 25 de septiembre con 222 casos, las cifras se habían mantenido estables entre 70 y 169 casos, hasta este sábado, cuando bordearon los 200 con 197 casos. Hoy, el reporte señala 178 casos nuevos. Finalmente, en relación a la región de La Araucanía, ésta había presentado una baja desde su máxima histórica el pasado 30 de septiembre (179 casos), sin embargo, hoy alcanzó su segunda cifra más alta, con 166 casos nuevos.   
https://www.biobiochile.cl/noticias/nacional/chile/2020/09/15/senado-niega-responsabilidad-de-funcionarios-en-pago-irregular-de-sueldos-fue-error-de-una-empresa.shtml;2020/09/15;Luego que sesionara nuevamente la comisión de régimen interno del Senado, la presidenta de la Corporación, Adriana Muñoz, indicó que se habló de la filtración de una auditoría interna que cuestionó un sustento legal de remuneraciones —creadas sin acuerdo formal en la Cámara Alta— a 42 funcionarios vigentes y 11 retirados. Se trata de más de $208.000.000. Al respecto, la máxima autoridad del Senado, indicó que los funcionarios no tienen ninguna responsabilidad y que se trata de un error de una empresa externa que está siendo sumariada actualmente. “Eso no es ningún escándalo como lo ha querido instalar la prensa, fue un error computacional de una empresa que ya está siendo sumariada y que hizo un mal cálculo y los funcionarios no tienen ninguna responsabilidad en esto (…) y por cierto siempre que ha habido un error y hay un aumento que no corresponde en el pago de sueldos, por cierto se tiene que buscar el mecanismo de restitución”, sostuvo. Asimismo, mencionó que se está analizando el impacto que podrían tener los resultados de esta auditoría interna, luego de ser consultada si es que estos fondos deberían ser devueltos. Adicionalmente se le consultó sobre la situación del secretario del Senado, Raúl Guzmán, —quien infringió normas sanitarias en medio de la cuarentena— señalando al respecto que existe una incomodidad al interior de la Cámara Alta. 
https://www.biobiochile.cl/noticias/nacional/chile/2020/09/15/sector-de-oposicion-apunta-falta-de-coordinacion-en-acusacion-constitucional-contra-jaime-manalich.shtml;2020/09/15;Un sector de la oposición acusó falta de coordinación al interior del bloque, tras el ingreso de la acusación constitucional contra el exministro de Salud, Jaime Mañalich, cuestionado por su gestión en medio de la pandemia del covid-19.  La Democracia Cristiana paralizó la redacción del texto acusatorio contra el ministro del Interior, Víctor Pérez, argumentando que la concentración debe estar enfoncada en una acción a la vez. “Ésta acusación paraliza otras acusaciones en curso, ya que no podemos estar con varios temas de ese tipo a la vez”. Con esas palabras, el jefe de la bancada de diputados DC, Daniel Verdessi, se refirió al libelo ingresado por parte de un sector de la oposición, impulsado por el Partido Comunes.  En esa línea, el parlamentario mostró sus reparos en la forma en que se ingresó, pidiendo mayor coordinación al interior del bloque para próximas acciones de ese tipo.  Los dichos de Verdessi, se dan porque la bancada estaba preparando una acusación constitucional en contra del ministro del Interior, Víctor Pérez, cuestionado por su gestión en medio del paro del gremio de camioneros, y también por la estrategia empleada en el corte de rutas de distintos puntos del país.  Dentro de la bancada, criticaron la falta de coordinación y también una especie de división. Quien no tardó en mostrar sus reparos fue el diputado Gabriel Silber, quien en conversación con Radio Bío Bío dijo que esta acción –que se presentó el último día del plazo– instala un conflicto en relación a la unidad de la coalición.  Asimismo, se refirió a las críticas que ha hecho el oficialismo, manifestando que tanto la DC como el PS habían planteado las alertas de manera previa respecto de la viabilidad de la acción.  Esta acusación constitucional, fue anunciada cuando el exministro de Salud, Jaime Mañalich, dejó el cargo.  Al respecto, la impulsora de esta acción, la diputada de Comunes, Claudia Mix, indicó que en todo momento se informó respecto de los avances del texto.  En ese sentido, se refirió a la acusación constitucional contra Víctor Pérez, acotando que ambas pueden tramitarse por dos carriles distintos y de manera simultánea, si así se desea.  Además, desde el sector que firmó esta acusación, reiteraron el llamado a apoyar el texto, principalmente a la DC y también al PS.  Sin embargo, los ánimos no están muy enfocados en apoyar una acción de este tipo, más aún, considerando que se había planteado la idea de incluso acusar constitucionalmente al ministro Pérez, después del 25 de octubre para concentrar los esfuerzos de cara al plebiscito.  Uno de los diputados más críticos respecto a la acción impulsada por Comunes fue Juan Luis Castro (PS), explicando que es necesario –de manera urgente dijo– que la oposición actúe en una sola línea, indicando que ésto viene a debilitar a la coalición.  Una oposición debilitada, es como también observa el oficialismo. El diputado y jefe de la bancada de RN, Sebastián Torrealba, señaló que la descoordinación refleja la gestión que ha tenido el bloque desde que comenzó el periodo parlamentario.  Este lunes, sorprendieron ciertas palabras del Ejecutivo, principalmente lo que señaló el ministro de Salud, Enrique Paris, quien salió en defensa del exjefe de la cartera, Jaime Mañalich.  En específico, dijo que su gestión fue muy positiva, ya que jamás faltó -por ejemplo- un ventilador en los primeros meses de pandemia, enfatizando en que el exsecretario de Estado “fue un visionario” en la materia.  Por otro lado, el ministro de la Segpres, Cristián Monckeberg, afirmó que no hay argumentos para justificar una mala gestión de Mañalich.  Aún quedan días de debate en torno a esta situación, ya que la Cámara Baja se encuentra en semana distrital y habría que esperar la próxima sesión –que probablemente sea el día martes 22 de septiembre– para que se de cuenta en Sala de esta acción constitucional.  Ese mismo día, tendrá que conformarse una comisión revisora. Asimismo, contarán los días que tiene Jaime Mañalich para presentar su defensa, la que será votada seis días después, en la denominada cuestión previa.  
https://www.biobiochile.cl/noticias/economia/actualidad-economica/2020/09/01/paro-de-camioneros-lo-pagaran-todos-los-que-comemos-pan-advierten-por-granos-estancados-en-puerto.shtml;2020/09/01;El gerente de Asuntos Públicos del Puerto de San Antonio, Carlos Mondaca, comentó los principales efectos de la movilización y paro de camioneros en la exportación/importación de productos. Según explicó Mondaca, en estos momentos hay 290 mil toneladas de grano para consumo animal y humano en el terminal de Puerto Panul, donde llegan las principales importaciones de carne y la industria avícola. Este terminal no cuenta con centros de acopios, por lo que en situación normal, los productos eran descargados directamente a los camiones, ahora están en un barco, esperando la llegada de un camión. “Los importadores chilenos que compraron el trigo que no ha podido descargar porque no hay camiones, arrendaron esta nave para que fuera a buscar el grano a Argentina, ese arriendo cuesta 20 mil dólares diarios, por lo que este trigo tiene un sobrecargo (hasta hoy) de 100 mil dólares ¿Quién va a pagar eso?, probablemente lo pagará el cliente final y ¿quién es el cliente final de un cargamento de trigo?, somos todos los chilenos que comemos pan”, explicó. El funcionario explicó que Puerto Panul está especializado en la descarga de productos alimentarios, por lo que es complicado mover la carga hacia otros terminales o puertos. “Nadie está ajeno a lo que los transportistas  han vivido en La Araucanía, pero aquí también estamos hablando de lo que van a comer los chilenos en las próximas semanas”, afirmó a Expreso Bío Bío. Respecto a las exportaciones, Mondaca sostuvo que este martes fue el primer día en que embarcaciones salieron sin la carga completa, debido a que algunos productos no puedieron llegar a los puertos. “Hoy comenzó el primer ciclo de embarque incompleto desde San Antonio (…) Hablamos de productos como la pulpa de fruta que se produce en Romeral, hablamos de afectación al trabajo de otros chilenos”, indicó. Finalmente, Mondaca indica que la situación podría ser más grave si colapsa la capacidad de acopio de los puertos en Chile, lo que incluso podría llevar a que los productos sean dejados en otros países. “Cuando la capacidad de acopio se termine, lo que puede pasar es que la carga que viene a Chile sea dejada a otros países, como en el puerto del Callao en Perú”, agregó. 
https://www.biobiochile.cl/noticias/nacional/chile/2020/09/23/minsal-reporta-1-372-nuevos-casos-de-covid-19-positivad-aumenta-al-881.shtml;2020/09/23;Este miércoles las autoridades de Salud entregaron un nuevo reporte presencial sobre el avance del COVID-19, instancia donde el ministro de Salud, Enrique Paris, expresó preocupación por la región de Magallanes, que se mantiene con un alza sostenida de casos. Paris señaló que “la variación de casos confirmados a nivel nacional es de -13% en los últimos siete días y es de menos 7% en los últimos 14 días. Once regiones disminuyeron sus casos en los últimos días y ocho regiones han disminuido sus casos en los últimos 14 días”. “Hay que destacar que son la mayoría de las regiones del norte de Chile que han hecho un enorme esfuerzo y han logrado reducir sus casos. Nos preocupa siempre la región de Magallanes, sobre todo Punta Arenas, que mantiene una tasa de incidencia de 729 casos por 100 mil habitantes”, sostuvo. Sobre Magallanes, detalló que tienen “un equipo del Minsal colaborando en Punta Arenas desde el día lunes y viajaran varias subsecretarias y subsecretarios también a Punta Arenas durante el día de mañana”. Cabe señalar que se registró un aumento sorpresivo de positividad en la región de O’Higgins, donde alcanza un 20%. Por su parte, el subsecretario de Redes Asistenciales, Arturo Zúñiga, actualizó las cifras, señalando que en esta oportunidad se reportaron 1.372 casos nuevos, de ellos 1.016 son sintomáticos y 325 asintomáticos. Además, 31 casos no fueron notificados. De esta forma se totalizan 449.903 personas que se han contagiado desde el inicio de la pandemia, de ellos, 12.393 permanecen activos.  Asimismo, se reportaron 24 fallecidos inscritos, dejando un saldo total de 12.345 decesos. Además, 907 personas se encuentran hospitalizadas, 680 de ellas con ventilación mecánica y 121 en estado crítico. Sobre ventiladores mecánicos, Zúñiga detalló que hay 470 ventiladores disponibles para libre uso. Finalmente, señaló que se realizaron 15.573 exámenes PCR y la positividad nacional alcanzan un 8,81%. En relación a residencias sanitarias, existen 10.515 cupos disponibles en las 156 residencias sanitarias puestas a disposición.  
